Part Number,Part Name
552382400111,ASSY. WIPER ARM AND BLADE DRIVER BS2/3/4
284572502303,"FIXED QUARTER GLASS,TOUGHNED WHITE RH"
278601998052,SCREW BANJO CONNECTOR
252750008264,BRACKET RADIATOR MTG RH
267388200102,PIPE ASSY BOTTOM MTG RH BS6
551732100111,ASSY. LOWER BALL JOINT LH BS2/3/4
252750008263,BRACKET RADIATOR MTG LH
254714605809,HOSE PIPE TO MANIFOLD
251526305402,C/SHAFT GEAR SMALL 33 T GBS18
252520100118,WATER PUMP 0116 MINOR REPAIR PACK
264749200122,STONE GUARD BS6
281681106301,ADD ON BODY SIDE LH NS
278609145808,HOSE TC INTAKE
285426204602,ENGAGING GEAR (3/4)
284535603105,TAPER ROL BRG OUTER 33205 BS3/4/6
570918175307,GASKET (OIL COOLER COVER-BLOCK) BS3/4/6
284554400130,ASSY.ROOF LAMP(MIDDLE)-MINI BUS
264181900171,ASSY DOOR CLADDING-LH WITH CLIPS (BLACK)
551772502301,REGULATING GLASS FRONT DOOR LH
885433180407,KIT KING PIN W/O BRG T/W
272635306503,THREADED RING(M160X1.5) BS3/4/6
270215409912,GLOW PLUG BS1/2/3/4
268068900109,ASSY DASHBOARD LID-CENTRE
570607140135,HP PIPE ASSY RAIL TO INJECTOR BS6
570607140136,HP PIPE ASSY RAIL TO INJECTOR BS6
286424100101,ASSY. ENGINE MOUNT (FRONT)
553058900610,SOCKET FOR INJECTOR SLEEVE
269126707908,SELECTOR & SHIFTER SHAFT
551754200115, HT CABLE MAGIC IRIS CNG
555054500106,SWITCH ASSY  3 PACK BS6
271526517901,SHIFTER SHAFT REV/CRW SPD G1150
263254400162,BLINKER LAMP ASSY(LH)W/BULB 12V
252701143703,COVER FRONT TGH WITH OIL HOLE
500743910157,PIPE ASSY JOINT-3 TO DDU
252501155322,GASKET-CYL.HD.COVER BS1/2/3
254750100289,ASSY HOSE(RADIATOR TO WATER INLET ELBOW)
266835607708,OIL SEAL OUTER (110X128X9)
265172300112,ASSY. DOOR LOCK COMP. RH BS1/2/3/4/6
288729506301,HYDRAULIC ADAPTER (FOR CSC)
285035307703,OIL SEAL (PINION) BS2/3/4/6
503347600115,SUCTION PIPE ASSY (PROTECT TO MAIN FIL)
570515209904,CANISTER PURGE VALVE
554643500106,VACUUM PIPE ASSY BS6
550754709916,VEHICLE SPEED SENSOR BS6
550246600179,POWER STEERING RESERVOIR ASSY BS4
573607140121,INJECTOR BACK LEAK PIPE ASSY BS6
571501155307,"GASKET,CYL BLOCK TO CYL HEAD"
553773320101,LATCH ASSY REAR DOOR LH
282981100118,ASSY ORVM(DOOR MOUNTED) LH
552381100124,ORVM ASSY RH
570105999906,TAPPET VALVE
257633403103,TAPER ROLLER BRG-OUTER-32308-RA109 BS3/4
289854500118,FASCIA SWITCH ASSY
268089200142,BRACKET ASSY CAB MTG REAR BS6
265467106301,RUBBER MOULD W/S GLASS
279714605824,RUBBER HOSE IC OUTLET TO PIPE
571009119908,TEMPERATURE SENSORBS6
257681100152,ASSY. ORVM RH BS1/2/3/4/6
257681100153,ASSY. ORVM LH BS1/2/3/4/6
265182400106,KIT FOR ELECTRIC W/S WASHER
273854400101,ASSY BRACKET RH.(TAIL & BLACK OUT LAMP M
273854400106,ASSY BRACKET LH.(TAIL & BLACK OUT LAMP M
278609135848,RUBBER BELLOW AIR INLET SNORKEL TO PIPE
513729100108,CLUTCH CABLE ASSY BS6-PH2
570115999902,BRACE ALTERNATOR BS4
278614995303,GASKET INTAKE MANIFOLD BS4
263229100128,CLUTCH HOSE ASSY
274768900107,NACELLE ASSY BS6
266835305452,BEVEL GEAR
284547600110,ASSY RETURN LINE (FOR TC)
278650000250,ASSY RUBBER BUSH RAD FRAME SIDE MTG
252550005819,HOSE (RADIATOR TO WATER PUMP)
552329100122,CLUTCH CABLE ASSY BS6
551729100121,ASSY. CLUTCH CABLE IRIS ZIP 3233MM BS3
570920156308,BELT FOR DRIVE PLANE-2 6PK - 1025MM(NON-
502729100107,ASSY.CLUTCH PEDAL COMPLETE.
278915146301,BELT ALTENATOR
551742993702,ASSY. WHEEL CYLINDER (REAR) BS2/3/4
504154600104,BRACKET MEGA FUSE MTG
585872300136,ASSY DOOR OUTER HANDLE RH
550647600168,SUCTION FUEL PIPE ASSY FINAL FTR TO FIP
550654509906,CONTACTLESS NEUTRAL POSITION SENSOR BS4
284649200128,ASSY. EXHAUST 3RD PIPE
553254650103,ADD ON WIRING HARNESS BS6
289840300102,SUPPORT ASSY SPARE WHEEL MTG
264172300171,ASSY.DOOR HINGE BOTTOM-RH
282146800143,ASSY.PIPE RETURN LINE(G.B TO RES.TANK)
282954200145,TANK UNIT WITH THICK FILM RESISTANCE
282941100109,UJ CROSS
289481106301,MUDLINER FRONT OUTER LH
573601990117,KIT-DECARBONISING GASKET
252505129046,EXHAUST VALVE BS6
284547600109,ASSY. RETURN LINE
282981100119,ASSY ORVM(DOOR MOUNTED) RH
253414110174,ASSY. HOSE(VACCUM MOD TO AIR FILTER)
553749207721,STONE GUARD BS6
281654206301,ECU MOUNTING MODULE
280954549901,FLASHER (24V)
266733553102,ROLLER BEARING CUP
284126810104,ASSY. BRACKET (GEAR SHIFT LEVER MTG.)
264172320101,LATCH ASSY FRONT DOOR LH
251526203402,COLLOR BUSH(4TH SPEED)
278650115804,HOSE(RAD TO WATER PUMP)
252505129034,INLET VALVE (TATA 5.7 BS IV - TCIC) BS6
264182400186,ASSY.MECH.WIPER SYS.COMPLETE
279005115401,TIMING GEAR-CAMSHAFT
571009119909,WATER LEVEL SENSORBS6
279718170110,ASSY.OIL RETURN LINE (TC)(WASTE GATE)
284583000190,HOSE ASSY SUCTION B SET-1
252701103727,CYLINDER LINER 497 TCIC BS1/2/3/4
278914605818,HOSE (IC INLET PIPE TO IC)
552381100103,ASSY HEADLAMP COVER LH FACELIFT
886742000014,BRAKE SHOE-4 PCS-K TYPE-ACE BS3/4/6
281873300144,ASSY SLIDING DOOR INNER HANDLE
289554700105,REAR BLOWER SWITCH
554554829908,WASHER PUMP
253450500114,ASSY FAN SHROUD SFC 407 BS-III
284647600105,ASSY. RETURN LINE
284654660107,PIGTAIL HEADLAMP-LPT 3118 LPFACE
252701130169,ASSY OIL SUMP GASKET
570918150125,STRAINER ASSY OIL PUMP BS6
253403137012,PULLEY CRANKSHAFT
284647600114,RETURN LINE ASSY ON TANK
264143100129,BRAKE FLUID RESERVOIR
573714110119,GASKET IRREGULAR BS6
571014605826,RUBBER HOSE PIPE TO HEAD COVER BS6
279003990185,SET MAIN BRG.NORMAL(UPP/LOWER-TC)
268068706304,BONNET CENTER TRIM
268088500121,FOOT STEP ASSY BUMPER MTG
554567807701,SEAL REAR SLIDING WINDOW
281689100138,ASSY STRIKER PLATE NON SLEEPER
279701155315,GASKET-OUTER (CYL. HEAD COVER)
264142308210,DUST COVER TOP
572405115401,"GEAR,CRANKSHAFT"
282972700101C7,GRANIT_BLACK-ASSY DOOR PAD LH - STD BS6
268426203821,SYNCHROCONE-1/REV.GEAR
573609130102,HOSE ASSY INTAKE BS6
284568900112,ASH TRAY ASSY
252714700103,ASSY.COOLANT OULET LINE(EGR V. TO UCWL)
885426041612,KIT-SYNCHRO GBS-40 BS1/2/3/4
281688100217,ASSY STEP MTG FRAME FENDER FRONT RH MO
253401170257,OIL MIST SEPARATOR ASSY¿BS6
264172320102,LATCH ASSY FRONT DOOR RH
553729100101,CLUTCH CABLE ASSY BS6
206431200104,BRACKET RH-ENGINE MTG X MEMBER FRONT
250626303101,TAPER ROLLER BEARING 32207-BS3/4/6
264181900102,BAZZEL LH
282942300133,BRAKE SHOE-2 PCS-NO.534-ACE BS3/4/6
264168900220,BEZEL ASSY
399052003052,GEAR LEVER EXTENSION FINISHING COVER
267955100121,MASCOT ASSY - 4825 C
552346990123,BALL JOINT ASSY RH
264181900172,ASSY DOOR CLADDING-RH (WITH CLIPS)-BLACK
290047800117,VENT PIPE ASSY
286526993410,NEEDLE BUSH
274781100109,ASSY.COVER-RH-PANEL OUTER CORNER FRONT
580326826021,SHIFT LEVERBS6
281832200101,ASSY. BALL JOINT BS1/3/4
269126517916,SHIFTER SHAFT 5TH/6TH SPD G750
279023120142,ASSY.IDLER PULLEY (FOR ALTERNATOR)
551746990106,ASSY. TIE ROD BS3/4
276326807705,BELLOW-OUTER
253424100107,ENGINE MTG. FRT. LH
266535303126,CYL.ROLLER BEARING 25X62X17 CAGELESS
278609135807,HOSE AIR FILTER OUTLET
282981106308,COVER UNDER DASHBOARD LH
290047800116,VENT PIPE ASSY
282982400116,ASSYWIPER ARM & BLADE CO-DRSIDE
284646207903,STEERING SPINDE BOTTOM
553747600154,FUEL RETURN PIPE ASSY BS6
282149200107,ASSY.MOUNTING STRAP (HOOK TYPE MTG.)
219047600112,ASSY.SUCTION LINE (STRAINER TO W/SEP)
257342900143,HOSE BRAKE 3/8 REAR
265172310118,ASSY.DOOR SEALING INNER-RH
553747600184,FUELRETURNPIPEASSY- BS6
265247600115,ASSY.RETURN LINE (OVERFLOW TO TANK)
278243920124,ASSY.TUBE.
279003990187,SET BRG.HALF NORMAL(CON.ROD-TC)
268088103344,BRACKET ADD ON FENDER MTG REAR-LH BS6-PH
265172310117,ASSY.DOOR SEALING INNER-LH
554942700110,PARKING BRAKE CABLE ASSY FRONT BS6
286414605807,RUBBER HOSE (FOR 65 CORE INTERCOOLER)
506632104204,U-BOLT
278613990118,TUBE CPR
269947600106,ASSY.PRIMING PUMP
289646300101,ASSY IDLER ARM BRACKET RHD
259281806301,COVER(AIR FILT)LH-RHD(POWERST.WITH C/OUT
253450115814,HOSE (RADIATOR TO T-CONNECTOR
253401155330,GASKET (CYL.HEAD COVER)
585868900173,ASSY GLOVE BOX COMPLETE WIDE RHD
264184106302,HEADBOX LH BS6-PH2
282965708203,PANEL ROOF HEADER REAR
274789110101,ASSY.SECONDARY LOCKING MECHANISM
554642700109,PARKING BRAKE CABLE ASSY FRONT BS6
583026513701,SHIFTER FORK;1ST/2ND/3RD/4TH SPEED
280987109903,REFLECTIVE TAPE BS6
553047600132,SUCTION FUEL PIPE ASSY BS6
264181906309,GRILL MIDDLE
264189106306,MUDGUARD RR RH 709
286414510103,OIL FEEDER LINE
282972500106,ASSY. WINDOW REG. RH BS2/3/4/6
554529100103,CLUTCH CABLE ASSY
269842700165,ASSY.PARKING BRAKE LEVER
274781100108,ASSY. COVER LH-PANEL CORNER FRT BS1- 4
219031200118,BRACKET ASSY CROSS MEMBER MTG RH
219031200119,BRACKET ASSY CROSS MEMBER MTG LH
585888106327,NOISE COVER CARRIER RH ULTRA+
289842700154,PARKING BRAKE CABLE ASSY REAR BS6
551747600150,FUEL SUCTION PIPE ASSY
264182400178,ASSY.WIPER ARM & BLADE(550 MM.)LHD
503932103210,CENTRE BOLT M16X1.5X175
278603993149,BEARING THRUST
570614114204,CLAMP (LPO -NAC) BS6
265172500130,WINDOW REGULATOR LH BS1/2/3/4/6
253418170206,ASSY. CRIMP HOSE (WATER PUMP TO OIL)
253424100108,ENGINE MTG. FRT. RH
252720123824,COOLANT CONNECTOR BS6-PH2
552368706327,VERTICAL WALL CARPET ACE FACELIFT
585872506316,DOOR SECONDARY SEAL LH
279005110107,ASSY CRANKSHAFT GEAR
264182400176,ASSY.WIPER ARM & BLADE(600 MM.)LHD
282972700102,ASSY. DOOR PAD RH - STD BS2/3/4/6
285035305404,DIFFERENTIAL PINION
506641303303,BRACKET ASSY CENTER BRG MTG
551732100110,ASSY. LOWER BALL JOINT RH BS2/3/4
279001103708,CYLINDER LINER
571703149902,SET-PISTON RING BS2/3/4
285226713701,SHIFTING FINGER (CABLE SHIFT)
252718170214,OIL LINE ASSY (OIL INLET LINE FOR TC)
282954200112,ASSY.TANK UNIT
268089100136,CATCHER ASSY LH BS6
279020120102,ASSY THERMOSTAT-82 DEGSOT
285526513803,SWING FORK 5TH & REV
284649200127,ASSY. EXHAUST 2ND PIPE
206431200105,BRACKET LH-ENGINE MTG X MEMBER FRONT
269954529922,THERMOSTAT SWITCH (93 DEG. C)
277832900107,ASSY. BUSH (REAR ANTI ROLL BAR)
269126517915,SHIFTER SHAFT 3RD/4TH SPD G750
573713996905,TUBE CPR WATER OUTLET BS6
264175200112,ASSY. REL CABLE COMP.(CENTRE FLAP) BS1-6
286450100114,ASSEMBLY RADIATOR SEALING
252723403719,BRACKET (PSTRG PUMP MTG) LP/LPT 1109
552388800104ZZ,CLRPART_ASSY-GRILL ASSY BS6-PH2
289481106302,MUDLINER FRONT OUTER RH
275160105601,GRAB HANDLE-FRONT FACE
285126807707,BODY
268072306327,SECONDARY SEAL LH
282972500105,ASSY. WINDOW REG. LH BS2/3/4/6
215889100105,ASSY. SUPPORT BOTTOM RH. (MUDGUARD)
570114999806,UNION MALE BS6
572409135822,HOSE AIR FILTER INTAKE BS6
268062508238,OUTER PANEL SIDE WINDSHIELD LH BS6
582935306501,THREADED RING (DIFFERENTIAL) BS6
278901130120,OIL SUMP ASSY
282981100118C7,GRANIT_BLACK-ASSY ORVM(DOOR MOUNTED) LH
284574306326,DOOR PAD REAR DOOR RH
284574306325,DOOR PAD REAR DOOR LH
513781100101ZZ,CLRPART_ASSY-COVER ASSY HEADLAMP LH BS6-
282965700101,ASSY ROOF HEADER FRONT
278820120106,ASSY. THERMOSTAT (87 DEG.SOT) BS2/3/4
274789900128,HOSE ASSY. LH LATCH TO¿ T SOCKET
554568706336,CARPET FRONT WALL BS6
571009130194,ASSY. HOSE -PIPE TO CYL. HEAD COV. BS3/4
259288506306,END COVER BUMPER RH
281654509904,SWITCH HEAD LAMP ROTARY
513781100102ZZ,CLRPART_ASSY-COVER ASSY HEADLAMP RH BS6-
265172700121,PADDING DOOR LH RHD
284546800115,ASSY.SUCTION LINE (RESERVOIR TO PUMP)
208254440123,ASSY BLINKER LAMP 24V RH
208254440122,ASSY BLINKER LAMP 24V LH
268068700101,ASSY TOE PANEL TRIM LH OUTBOARD
570109994204,CLAMP V BAND BS6
885405032527, KIT-TIMER 497X128
264172300111,DOOR HINGE TOP LH
289841117701,RUBBER CENTER BEARING BS4
285426205425,5TH SPEED GEAR LAY SHAFT DICOR
252750115809,HOSE (RADIATOR TO WATER PUMP)
278801155303,GASKET CYLINDER HEAD 1.8MM BS2/3/4
253405118601,SPACER BS6
284572307701,FIXED GLASS RUBBER MOULD
278807140101,ASSY. FUEL PR LINES 1 & 2 W/CLMP BS2/3/4
550733403108,THRUST BEARING NORMAL BS3/4/6
265154208270,VEHICLE SPEED SENSOR 12/24V 8PULSE BS3/4
501131200135,ASSY.BRKT.FOR 5TH SUPPORT ON G.B
552333990107,BALL JOINT ASSY RH
552333990108,BALL JOINT ASSY LH
281873300140,ASSY REMOTE LATCH SLIDING DOOR
571009135845,HOSE AIR FILTER TO SNORKEL
264168900195,ASSY GLOVE BOX COMPLETE GREY PIGMENTED
285426203801,SYNCHRO CONE (1/2)
265154400197,ASSY BLINKER LAMP LH WITH `E' CERTIFCN.
264172300112,DOOR HINGE TOP RH
264354309901,FLASHER-12V_CAT-6 BS4
208258902601,DRIFT FRONT COVER OIL SEAL PRESSING
278909130121,RESERVOIR (AIR INTAKE)
571009130223,HOSE ASSY WITH TUBE BS6
571720129909,THERMOSTAT ASSY BS4
552382400109,ASSY WIPER ARM CO DRIVER BS4
281832400140,ASSY. RUBBER BUSHING (RR SPRING) BS1/3/4
553047600133,RETURN FUEL PIPE ASSY BS6
571707109925,ASSY. REMOTE SPEED HOUSING BS2/3/4
517447600103,RETURN PIPE ASSY ENGINE TO CONN BS6 PH2
268060130113,TIE MEMBER ASSY BS6-PH2
254701170166,A SPIDER HOSE EXNA
285526707906,SHAFT SHIFTER
257532204207,U-CLAMP-FRONT
265147620114,ASSY HP CNG PIPE(SENSOR TO SOLENOID)
288047600106,ASSY.FUEL RETURN LINE-ENGINE TO F/TANK
285126253804,GEAR CASE COVER FRONT BS6
585869106355,GRAB HANDLE A-PILLAR-RH
553747600153,VAPOUR PIPE ASSY BS6
585872300135,ASSY DOOR OUTER HANDLE LH
554583100101,ADAPTER ASSY
252714700101,ASSY COOLANT INLET LINE(OIL C.V. TO EGR
278950115801,HOSE RADIATOR TO THERMOSTAT
282981300101,OFFER DRG ASSY GEAR SHIFT COVER
284581100106,REAR VIEW MIRROR INNER
266335707709,OIL SEAL(REAR) AXLE SHAFT BS1/2/3/4
278246600108,ASSY. KIT FOR STG. RESERVOIR
289473300109A3,EBONY_1-ASSY DOOR OUTER HANDLE RR DR LH
886399800065,IMPERIAL HD GREASE 1 KG
285035303116,ROLLER BEARING CUP
252718990139,OIL FILTER ELEMENT (SPINON) BS1/3/4
253414110351,PIPE ASSY BS6
206914605005,AL PIPE (IC TO ENGINE)
284583000192,PIPE ASSY OUTLET EVAP SET-1
287147100219,UFI'S FUEL FILTER SUITABLE FOR 7.89 QFC
284581106305,BONNET GRILLE
282129300131,PIPE ASSY CMC BS6-PH2
281854400142,ASSY. TAIL LAMP LH - 4 CHAMBER BS3/4/6
281854200115,ASSY_TANK_UNIT_MICROBUS
570909120140,FUEL PIPE ASSY BS6
268068906310,NACELLE REAR
554629100106,CLUTCH¿CABLE¿ASSY
268072546301,SECONDARY SEAL LH BS6-PH2
278609139909,AIR FILTER ELEMENT SAFETY BS1/2/3/4/6
277847606864,MALE CONNECTOR 1/4IN.OD X 1/4IN.NPT
286323123303,BRACKET (A/C COMP MTG & BELT TENSIONER)
573714999859,KIT - DOSING UNIT INLET SCREEN BS6
259289100130,BRACKET ASSY COWL MTG FRONT-LH
282981100119C7,GRANIT_BLACK-ASSY ORVM(DOOR MOUNTED) RH
215381060101,ASSY. STEP ADDITIONAL.
257454509953,MECH.STOP LIGHT SWITCH OFF.DRG
283954559914,ENGINE LAMP SW 24V-FACIA SW
281672300147,ASSY DOOR OUTER HANDLE LH
264154420189,ASSY BLINKER LAMP RH-12V-E'CERT CLEAR
278232300101,ASSY.BRACKET- FRONT SHOCK ABSORBER
259255100108,MASCOT - 4223C
885499072829,OIL AND FUEL FILTER KIT ACE
585869106354,GRAB HANDLE A-PILLAR-LH
555054500108,SWITCH ASSY  4 PACK BS6
570801151601,GASKET CYL. HEAD BS2/3/4
282981106318,SIDE WALL TOP COVER
278824100105,ASSY. ENGINE MOUNT (FRONT) BS2/3/4
571001153702,EGR TUBE CYL HEAD COVER
885435010709,REAR HUB GREASING KIT 709
585875206302,TATA EMBLEM
552381100104,ASSY HEADLAMP COVER RH FACELIFT
508154600123,EARTH CABLE BS6
252750506303,FAN SHROUD LPT1109
285426800102,ASSY SHIFT LINKAGE
264189100165,SUP BOT RR MUDGUARD LH
265154210129,ASSY.TANK UNIT
285035607805,OIL SEAL BS6
253423400107,ASSY. BRACKET CPI POWER STRG.PUMP
265247600139,ASSY.SUCTION LINE(W/SEP TO MECH FEED PUM
580525607902,CROSS SHAFT
552381100123,ORVM ASSY LH
282972506311,PRIMARY SEAL FRONT DOOR LH BS2/3/4/6
265147620115,ASSY HP CNG PIPE(HP SOLENOID TO HPR)
278920120228,PIPE ASSY COOLANT RETURN BS6
259288506305,END COVER BUMPER LH(M/S INOVA)
272425606031,CLUTCH RELEASE LEVER BS6
571705129910,VALVE SET WITH STEM SEAL
289254200116,FUEL TANK UNIT (400LTRS) BS1/2/3/4
257354249910,HORN 24V W/O RIS CAPACITOR BS1/2/3/4
281872300122,ASSY LATCH WITH LINKS RH
285035300229,KIT-OIL SEAL WITH PINION NUT BS6
278603999944,PILOT BEARING BS1/2/3/4
287154209996,VEHICLE SPEED SENSOR BS4
571001990103,KIT-GASKET ENGINE OVERHAUL SUB KIT
571001155313,GASKET CYL.HEAD - 1.3THK BS3/4/6
278609999947,TUBE FUEL SUPPLY
282972700102C7,GRANIT_BLACK-ASSY DOOR PAD RH - STD BS6
278601999734,DIPSTICK DEEP OIL SUMP 2O LIT
551772502302,REGULATING GLASS FRONT DOOR RH
252714600185,ASSY PIPE (HOSE TO ELBOW)
264154200116,ASSY SPEEDOCABLE 3000 LG-OFFER P NO
553747600182,FUELSUCTIONPIPEASSYFILTERTOFCU BS6
264189110110,ASSY KIT FOR MUDFLAP-LH
508132300102,BRACKET ASSY FRONT SHOCK ABSORBER MTG BS
573503137001,PULLEY CRANKSHAFT BS6
554647600110,FUEL SUCTION PIPE ASSY BS6
285126253801,GEAR CASE COVER FRONT BS2/3/4/6
571718109909,OIL PUMP ASSY
285526713403,SPH. DETENT (SEL SHIFT SFT/INA ) BS3/4/6
571023126301,POLY V-BELT AC COMP BS6
571007140188,HP PIPE ASSY RAIL TO INJECTOR BS6
268088500147,ASSY BRACKET BUMPER MTG-FRONT LH
553729100104,CLUTCH CABLE ASSY BS6
555054500103,SWITCH ASSY  3 PACK BS6
265188700132,RELEASE CABLE COMP RH
273235607708,OIL SEAL (125X150X12)
285035307711,OIL SEAL BS6
269026200131,ASSYBRGWITH SNAP RING-L/S REAR END
265172307703,DOOR SEALING RH OUTER
885435021613,HUB GREASING KIT - 1612
257672500123,WINDOW REGULATOR LH BS2/3
268055106304,MASCOT- BS6
284540100127,WHEEL RIM COVER ASSY
284643930182,ASSY.HOSE 3/8INWITH O-RING & 610MM LEN
278618999966,CONNECTION TURBO OIL DRAIN
273235300188,ASSY SPACER WITH OIL SLINGER (PRESS TYPE
284583000234,PIPE ASSY A SUCTION
553747600155,FUEL SUCTION PIPE ASSY BS6
570615400103,TEMPERATURE SENSOR BS6
278614999942,CLAMP V BAND BS1/2/3/4
289472501602,ASSY WINDOW REG.RH MANUAL
284654504901,SWITCH HEAVY MODE BS4
554547600163,FUEL SUCTION PIPE ASSY BS6
281872300121,ASSY LATCH WITH LINKS LH
252518130139,OIL FILTER ELEMENT SPINON BS2/3/4
281654209974,L.T.HORN WITH VENT HOLE 24V BS4
274789100128,ASSY CAB MTG FRONT-RH-RHD
208246200103,ASSY. STEERING SPINDLE (TOP)
278801155302,GASKET CYL HEAD 1.7THK BS2/3/4
282943100103,MAJOR KIT-TANDEM MASTER CYL.
284535603106,TAPER ROLLER BEARING INNER 33207 BS2/3/4
268072500112,ASSY DOOR BEADING OUTER
265242700117,ASSY. PARKING BRAKE CABLE FRONT
282982400115,ASSY. WIPER ARM & BLADE DR-SIDE BS2-6
257354209966,SPEEDO CABLE 2750 LONG.
M134612,DASHBOARD ASSY RH GREY
573550100104,PIPE ASSY RADIATOR WATER OUT BS6
254723126341,POLY V BELT
284568910106ZZ,CLRPART_ASSY-COVER ASSY AC CONTROL
573750010104,FILLER PIPE ASSY BS6
259255110101,MASCOT- 2823
571007140187,BACK LEAK SYSTEM ASSY BS6
257667106339,RUBBER MOULD REAR WINDOW
252714600112,ASSY ADAPTOR WITH PIPE TEL TC:497 BSIII
252550000239,ASSY.BRACKET-LH(RADIATOR FRAME SIDE MTG)
278903120114,SET THRUST WASHER (UPPER/LOWER)-2.52
278650115803,RADIATOR BOTTOM HOSE
267389100113,BRACKET ASSY BOTTOM-RH BS6-PH2
253420100156,ASSY PIPE (EGR COOLER TO WATER PUMP)
282954400115,ASSY. RECTANGULAR TAIL LAMP LH BS1- 4/6
254714605811,HOSE INTERCOOLER TOP
552381100108,ASSY. ORVM LH FACELIFT BS2/3/4
264182400174,KIT W/S WASHER UNIT LHD 12V-
281883400171,PIPE ASSY-B DISCHARGE
264168906422,COVER ECU¿BS6
550647600167,SUCTION FUEL PIPE ASSY TANK TO PREFILTER
585869506311,CONSOLE HEADBOX MOCKUP CHANGE
269829100102,ASSY.CLUTCH HOSE (4.76 I.D)
268089106701,HEX BOLT(M16) CAB FRONT MOUNTING
570609135828,HOSEAIRFILTERPIPETOTC BS6
282954400116,ASSY. RECTANGULAR TAIL LAMP RH BS1- 4/6
282954100114,ASSYBATTERY CABLE -VE FOR CUB
282946600111,DRAG LINK END ASSY. RH
554568506325,CARPET FLOOR RH
585868900177,ASSY CENTER CLUSTER DASHBOARD WIDE RHD
261854440145,BLINKER LAMP ASSY(LH)W/BULB 24V
283954559916,REAR ILLUMINATION LAMP SW 24V-FACIA SW
283954559907,DIFFERENTIAL LOCK SW 24V-FACIA SW
580725601601,ASSY. CLUTCH RELEASE BEARING BS2/3/4
208243700128,PALM COUPLING SUPPLY LINE-TRAILER
278607999918,GASKET GEAR HSG BS1/2/3/4
571050100264,PIPE ASSY THERMOSTAT TO RADIATOR
250526253105,BEARING ROLLER CAGE
219047600107,ASSY.SUCTION LINE(STRAINER TO MECH.F/P)
584326518201,LEVER REVERSE GEAR BS6
570609120104,OVERFLOW PIPE ASSY FIP TO ACCUMULATOR BS
278346200104,ASSY. STEERING SPINDLE
265172300139,ASSY. OUTER DOOR HANDLE RH BS1/2/3/4
264140300112,ASSY.HANDLE
250726700152,SUB ASSY. BALL & SOCKET JOINT BIG BS1-4
252507140163,ASSY. FUEL PR. LINE NO.6 (BENT) EURO2
284554400120,ASSY.FRONT BLINKER-LH
253409130306,ELEMENT AIR CLEANER(SAFTY) BS2/3/4/6
251526203802,SYNCHRO CONE 1 ST SPEED BS2/3/4
585888300110,ASSY FOOT BOARD FENDER (PHASE II) RH
553247600115,SUCTION FUEL PIPE ASSY BS6
284543807707,FLEXIBLE BRAKE HOSE (REAR) 410MM.LONG.
267988200102,ASSY BODY SIDE ADD ON RH(NON SLPR)
278614605813,HOSE-CAC OUTLET
570903153103,CON ROD UPPER BEARING SHELL (NORMAL)
285035300237,DIFFERENTIAL HOUSING ASSY BS6
289832400138,RUBBER BUSHING ASSY BS4
278621999907,HOSE FLEXIBLE BS1/2/3/4
281873300150,KIT ASSY SLD OUTER HANDLE
252709145829,REDUCER HOSE
284554400124,ASSY.ROOF LAMP-CENTRE-GREY-WINGER
285326253802,"SYNCHRO CONE,5TH/6TH SPEED"
585888106326,NOISE COVER CARRIER LH ULTRA+
570901155306,CYLINDER HEAD COVER GASKET
571709139903,BOTTOM SIDE TEMPLETE RETRO FITMENT
284572300135,GRAB HANDLE FRONT DOOR
270747600120,ASSY SUCTION LINE(STRAINER TO FEED PUMP)
274789100113,ASSY.SUPPORT FRONT-LH (MUDGUARD MTG)
554547610133,FUEL SUCTION PIPE ASSY BS6
284569106351,A PILLAR TRIM LH
284546600111,BELLOW KIT
585869100118,ASSY B PILLAR UPPER TRIM WIDE DAY LH FOR
253450120120,CRIMP HOSE ASSY WITH PIPE BS6-PH2
265482400173,KIT-ELECT W/S WASHER UNIT COMPL
264243910212,METAL PIPE ASSY JOINT 1 TO JOINT 2
886754000035,MEGA FUSE 250 AMP
886754000034,MEGA FUSE 200 AMP
886754000038,MEGA FUSE 500 AMP
267988500103,ASSY BRKT NUMBER PLATE MTG
257342998205,SHIELD ASSY TOP
571020120112,COVER ASSY THERMOSTAT
281844800115,ASSY.RETURN LINE (GEAR END)
552381106306,FRONT WHEEL GUARD LH
570618170109,FLEXIBLE OIL SUPPLY LINE 130
257632406701,SPRING PIN REAR
265188700108,HINGE LINKAGE RH BONNET
571722123701,ENGINE MOUNTING ARM (MOUNT 'A')
289654400103,REAR FOG LAMP W/REFLECTOR RH RHD
585869506316,COVER HEADBOX SIDE WIDE RH
281830100119,ASSY ACCELERATOR CABLE 3100MM
552342700113,PARKING BRAKE CABLE ASSY. FRONT
278620990150,CONNECTION WATER OUTLET
554554504901,HEADLAMP LEVELLING SWITCH
207830200104,ASSY. PULL CABLE ENG STOP 2425MM BS1/2/3
252709135878,ELBOW HOSE
570615220101,OIL PRESSURE SWITCH BS6-PH2
279103133701,PULLEY CRANKSHAFT-ALT.DRIVE-4-GROOVES
570505129025,EXHAUST VALVE
503054504901,NEUTRAL SWITCH
570950103801,ADAPTOR(RADIATOR TO WATERPUMP)
284532106702,PIN LOWER WISHBONE MTG FRONT BS2/3/4
